main_id sp_type plx_value plx_err teff logg fe_h vmag kmag
"UCAC4 588-028210" "" 0.1866 0.02930000051856041 "" "" "" 15.420000076293945 ""
"BD+00   444" K5V 41.8223 0.020800000056624413 4259.5 4.643999862670898 -0.06599999815225602 9.694000244140625 6.5
TOI-1413 "" 8.2661 0.07530000060796738 "" "" "" 10.850000381469727 8.960000038146973
TOI-2735 "" 3.7945 0.010599999688565731 4721.0 4.587299823760986 0.017999999225139618 "" 11.368000030517578
"BD+49   436" "" 21.7764 0.016499999910593033 "" "" "" 9.3100004196167 7.316999912261963
"PM J09518+0206" M2 29.0824 0.024000000208616257 3967.0 4.781833171844482 -0.05700000002980232 13.758000373840332 9.097000122070312
"HD 131399" A1V 10.2 0.699999988079071 "" "" "" 7.079999923706055 6.64300012588501
"HD 189247" F5V 12.4731 0.29600000381469727 6690.0 "" "" 7.670000076293945 6.5320000648498535
Kepler-616 "" 1.0551 0.0203000009059906 5764.75 4.4888999462127686 0.08663333424677451 "" 13.449999809265137
"HD 111605" G5V 4.285 0.02419999986886978 5771.5 3.8424999713897705 0.2756500020623207 9.640000343322754 8.076000213623047
"Gaia DR3 423297927866697088" "" 12.6292 0.03530000150203705 "" "" "" "" ""
TOI-3700 "" 1.6696 0.011599999852478504 "" "" "" 13.291000366210938 11.809000015258789
TOI-3051 "" 1.2043 0.02199999988079071 "" "" "" 12.588000297546387 11.147000312805176
"UCAC4 532-046454" "" 1.7366 0.02889999933540821 5168.0 4.4730000495910645 -0.40700000524520874 14.73799991607666 12.618000030517578
"HD 290380" keF6IVeb 2.8857 0.021199999377131462 "" "" "" 10.40999984741211 7.855999946594238
"UCAC4 730-079116" "" 3.3374 0.011599999852478504 "" "" "" 12.876999855041504 10.800999641418457
KOI-7226 "" 0.7035 0.016599999740719795 6051.0 4.329999923706055 -0.009999999776482582 "" 13.428999900817871
"HD  98649" G3/5V 23.7206 0.02160000056028366 5709.375 4.433857100350516 -0.05624999920837581 7.989999771118164 6.419000148773193
"WISE J072227.27-054029.9" T9 242.8 2.4000000953674316 437.0 4.230000019073486 "" "" 17.073999404907227
TOI-3732 "" 0.9229 0.018699999898672104 "" "" "" 13.105999946594238 11.29800033569336
"UCAC4 274-057308" "" 11.581 0.011500000022351742 "" "" "" 12.553000450134277 9.340999603271484
"UCAC4 591-049521" "" 3.9357 0.026799999177455902 "" "" "" "" 11.751999855041504
"UCAC4 274-096430" "" 2.9914 0.026200000196695328 "" "" "" "" 9.298999786376953
KOI-6892 "" 0.8327 0.01850000023841858 5845.0 4.210000038146973 0.07000000029802322 "" 13.467000007629395
"UCAC4 503-050653" G5 0.3011 0.01769999973475933 4954.4 2.2848099946975706 -0.6458272717215798 13.100000381469727 10.720999717712402
"HD 127911" F5 7.6165 0.013199999928474426 6499.0 4.300000190734863 0.03999999910593033 8.819999694824219 7.710999965667725
"CWISE J053644.83-305539.5" "" 78.1 3.799999952316284 "" "" "" "" ""
"HD  54289" F3V 7.4294 0.012299999594688416 "" "" "" 8.829999923706055 ""
"2MASS J03230145+5626012" L7 60.8 5.599999904632568 1727.0 4.920000076293945 "" "" ""
"TIC 160328683" "" 5.1031 0.04309999942779541 "" "" "" "" ""
Kepler-1023 K1 1.4492 0.016699999570846558 5324.333333333333 4.430363611741499 0.22490908882834695 "" 12.760000228881836
TOI-1713 K0 7.3762 0.04089999943971634 5098.0 4.419000148773193 0.47200000286102295 11.4399995803833 9.206999778747559
"CD-52  4998" "" 3.3231 0.01940000057220459 5990.6 4.2986000061035154 -0.3602000027894974 10.729999542236328 9.552000045776367
"UCAC4 805-019862" "" 6.4292 0.030300000682473183 "" "" "" 16.893999099731445 11.857000350952148
TOI-3052 "" 0.9112 0.03590000048279762 "" "" "" 13.097999572753906 11.656000137329102
"HD   5687" F5/7IV 3.8506 0.03440000116825104 6148.333333333333 4.0329999923706055 "" 10.0600004196167 8.689000129699707
"UCAC4 542-020980" "" 1.5891 0.017799999564886093 "" "" "" 12.46500015258789 10.821000099182129
"Gaia DR3 1052042828882790016" "" 12.7966 0.029400000348687172 "" "" "" "" ""
TOI-2752 "" 1.41 0.010200000368058681 "" "" "" 13.770999908447266 12.090999603271484
"HD 142905" F3V 7.3849 0.018699999898672104 6519.476190476191 4.0134285518101285 -0.047499995678663254 8.930000305175781 7.711999893188477
"HD  15140" G0 6.5887 0.024900000542402267 "" "" "" 8.529999732971191 7.11899995803833
Kepler-403 F9 1.1489 0.010200000368058681 6077.25 4.110266701380412 0.08106923131988598 "" 11.536999702453613
"V* DS Tau" K4Ve 6.315 0.020999999716877937 3811.5 3.850000023841858 "" 12.300000190734863 8.03600025177002
HAT-P-18 K2V 6.1863 0.00930000003427267 4852.909090909091 4.534090909090909 0.12950000129640102 "" 10.234000205993652
"UCAC4 476-047371" "" 3.4429 0.022199999541044235 5195.666666666667 4.52429993947347 0.23499999940395355 13.550999641418457 11.28600025177002
TOI-1699 "" 4.8335 0.03200000151991844 "" "" "" 11.399999618530273 9.85200023651123
TOI-5863 "" 3.6124 0.014399999752640724 "" "" "" 13.795999526977539 11.170999526977539
TOI-3458 "" 3.3081 0.01080000028014183 "" "" "" 13.531000137329102 11.208000183105469
KOI-1473 "" 0.8186 0.024700000882148743 "" "" "" "" 13.779000282287598
KOI-5231 "" 0.5107 0.02759999968111515 "" "" "" "" 14.133999824523926
"IRAS 04361+2547" "" "" "" 4800.5 4.481499910354614 -0.4480000138282776 "" 10.720999717712402
"HD 203473" G6V 13.7402 0.03700000047683716 5832.333333333333 4.159499907493592 0.18727272748947144 "" 6.7179999351501465
KOI-1597 F6IV 1.3524 0.010599999688565731 6281.857142857143 4.163228579929897 0.0823599999770522 "" 11.321000099182129
"SWEEPS  7" "" "" "" "" "" "" 21.459999084472656 ""
TOI-3806 "" 1.1575 0.03290000185370445 "" "" "" 12.312999725341797 11.246999740600586
"UCAC4 271-185556" "" 1.6135 0.01759999990463257 "" "" "" 13.869999885559082 12.0
Kepler-1824 "" 0.9623 0.016699999570846558 5918.25 4.378749966621399 -0.17054999992251396 "" 13.40999984741211
KOI-422 "" 0.5971 0.01679999940097332 6002.0 4.400000095367432 "" "" 13.303999900817871
KMT-2017-BLG-0282 "" "" "" "" "" "" "" ""
"BD+09   484" "" 13.8334 0.020899999886751175 "" "" "" 10.239999771118164 8.206999778747559
TOI-2353 "" 1.439 0.013700000010430813 6649.5 4.048150062561035 -0.628000020980835 12.15999984741211 11.11400032043457
KOI-871 "" 0.6096 0.020500000566244125 5863.0 4.575775146484375 -0.18000000404814878 "" 13.633000373840332
KOI-5830 "" 0.2855 0.020500000566244125 5067.0 3.01200008392334 -0.09000000357627869 "" 11.385000228881836
KOI-4144 F9V 1.1353 0.014800000004470348 5981.142857142857 4.385499954223633 -0.13642857010875428 "" 12.968999862670898
K2-305 "" 1.6091 0.014800000004470348 5965.5 4.259999990463257 0.015000000596046448 13.350000381469727 11.774999618530273
"UCAC4 666-045048" "" 2.1121 0.01679999940097332 "" "" "" 13.67300033569336 11.734000205993652
"V* CS Pyx" G8IV-VFe+0.5 27.2441 0.021700000390410423 5495.307692307692 4.4390000104904175 0.23195238092115947 8.0600004196167 6.263999938964844
"UCAC4 460-121102" "" 0.9762 0.013899999670684338 "" "" "" 12.529000282287598 11.244999885559082
"UCAC4 616-014814" "" 1.9678 0.017500000074505806 "" "" "" 13.133999824523926 11.236000061035156
"UCAC4 867-007484" "" 4.3463 0.0340999998152256 "" "" "" "" 11.821999549865723
"TYC 6868-1087-1" "" 1.6396 0.019899999722838402 6703.5 4.133249998092651 -0.6740000247955322 11.789999961853027 10.840999603271484
"WISE J110707.72-762632.5" L0.7 "" "" 1800.0 "" "" "" ""
"LP  415-4" "" 9.4468 0.04259999841451645 "" "" "" 16.899999618530273 11.949999809265137
"UCAC4 566-097464" "" 3.1912 0.013100000098347664 "" "" "" 13.026000022888184 11.11299991607666
KOI-7094 "" 0.5935 0.322299987077713 "" "" "" "" 13.789999961853027
"HD  16760" G2V 17.5714 0.5942000150680542 5624.75 4.544333299001058 -0.029999999329447746 8.760000228881836 7.0329999923706055
Kepler-844 M0V 2.3086 0.03200000151991844 4032.6666666666665 4.596666653951009 -0.2605999976396561 "" 13.0600004196167
"UCAC2  38789623" "" "" "" 6536.0 4.275333245595296 -0.147666667898496 14.479999542236328 13.156999588012695
"UCAC4 562-000700" "" 1.6085 0.020099999383091927 "" "" "" 12.572999954223633 11.281999588012695
"UCAC4 691-084649" "" 1.6732 0.009499999694526196 "" "" "" 12.274999618530273 10.473999977111816
KOI-1096 G8V 1.3953 0.02850000001490116 5457.222222222223 4.5193556149800616 -0.27346666819519466 "" 12.970999717712402
TOI-3637 "" "" "" "" "" "" 13.534000396728516 11.932999610900879
KOI-5333 "" 0.5064 0.024800000712275505 "" "" "" "" 13.78499984741211
TOI-6248 "" 1.3951 0.010900000110268593 "" "" "" 13.331000328063965 11.743000030517578
TOI-6225 "" 11.813 0.02889999933540821 "" "" "" 15.52299976348877 10.609999656677246
TOI-812 "" 2.3738 0.010999999940395355 6977.0 4.322499990463257 "" 11.371999740600586 10.281000137329102
"BD+71   931" "" "" "" 5450.5 3.9560000896453857 0.1488500013947487 10.137999534606934 8.336000442504883
"UCAC4 335-077993" "" 3.329 0.019200000911951065 "" "" "" "" 11.336000442504883
KOI-6837 G2V "" "" 5618.333333333333 4.37160005569458 0.12783333286643028 11.25 9.532999992370605
"[OW94] 152-717" M9.5 "" "" "" "" "" "" 17.610000610351562
TOI-3219 "" 0.8305 0.01269999984651804 "" "" "" 12.586000442504883 12.223999977111816
"2MASS J16064555-2121589" L1-L3 "" "" "" "" "" "" 14.550000190734863
KOI-5359 "" 1.8416 0.03999999910593033 "" "" "" "" 13.590999603271484
"UCAC4 381-056230" "" 1.9263 0.013899999670684338 "" "" "" 12.52400016784668 10.890999794006348
"SCR J1343-4002" "" 58.8598 0.02319999970495701 "" "" "" "" 9.248000144958496
"ATO J047.2771+37.0760" "" 2.9341 0.02160000056028366 "" "" "" 14.20300006866455 11.706999778747559
WASP-170 G1 3.2983 0.011699999682605267 5511.75 3.9800000190734863 0.2199999988079071 "" 10.723999977111816
TOI-301 "" 1.4693 0.03790000081062317 "" "" "" 12.557999610900879 11.217000007629395
"CD-68  1965" "" 10.9308 0.014399999752640724 "" "" "" 9.170000076293945 7.7829999923706055
"WISE J225540.75-311842.0" T8 72.8 3.5 "" "" "" "" 17.420000076293945
"UCAC4 484-010090" "" 5.2398 0.014499999582767487 "" "" "" 12.206000328063965 10.295999526977539
TOI-2930 "" 1.2713 0.009499999694526196 "" "" "" 12.17199993133545 10.770999908447266
KOI-1168 "" 0.5608 0.012600000016391277 5943.545454545455 3.9322800159454347 0.05118888948992309 "" 12.595000267028809
TOI-1564 "" 1.3724 0.07909999787807465 "" "" "" 10.550000190734863 9.89799976348877
KOI-4691 "" 0.9387 0.0142000000923872 5694.571428571428 4.274671418326242 0.18382857314177922 "" 13.086999893188477
TOI-3411 "" 0.6765 0.010900000110268593 "" "" "" 13.45199966430664 12.234000205993652
TOI-2864 "" "" "" "" "" "" 12.967000007629395 11.730999946594238
"UCAC4 507-000110" "" 4.7517 0.01769999973475933 "" "" "" 14.003999710083008 11.00100040435791
KOI-5158 F2II 1.2139 0.021800000220537186 6204.0 4.105499982833862 -0.13499999791383743 11.890000343322754 10.687999725341797
OGLE-2019-BLG-0505 "" "" "" "" "" "" "" ""
"UCAC4 262-049608" "" 3.9042 0.033399999141693115 "" "" "" "" 12.331000328063965
"UCAC4 457-003209" "" 1.4947 0.017899999395012856 "" "" "" 13.890000343322754 12.3100004196167
KOI-5745 "" 1.3152 0.017400000244379044 5154.666666666667 4.624666690826416 0.06000000052154064 "" 12.704000473022461
"GSC 04799-00368" F8V 0.6458 0.01979999989271164 5998.0 3.726099967956543 -0.08500000089406967 14.039999961853027 12.083999633789062
"UCAC4 701-029368" "" 1.581 0.017899999395012856 "" "" "" 14.220999717712402 11.859999656677246
"UCAC4 428-056008" "" 1.5981 0.014000000432133675 "" "" "" 13.270000457763672 11.649999618530273
KMT-2023-BLG-0416 "" "" "" "" "" "" "" ""
"UCAC4 186-087422" "" 1.7549 0.018400000408291817 "" "" "" 13.079000473022461 11.560999870300293
"UCAC4 511-000046" "" 2.1528 0.01730000041425228 "" "" "" 13.812999725341797 11.854999542236328
"LSPM J1741+7213" "" 12.8685 0.19900000095367432 4671.5 4.697000026702881 -0.19065000116825104 "" 9.375
Kepler-105 F6IV 2.1488 0.011599999852478504 6031.066666666667 4.332000017166138 -0.12653846179063505 12.920000076293945 11.503000259399414
"2MASS J10071185+1930563" L9 45.6 2.0 1500.0 5.0 "" "" 14.996999740600586
"WISE J173835.53+273259.0" Y0 130.9 2.0999999046325684 "" "" "" "" 20.579999923706055
"V* AT Pyx" K2.0 2.7039 0.03790000081062317 "" "" "" 12.699999809265137 9.043999671936035
TOI-3882 "" 2.015 0.014499999582767487 "" "" "" "" 10.968999862670898
"LP  435-59" "" 9.0682 0.04450000077486038 "" "" "" "" 11.906999588012695
TOI-312 "" 1.3911 0.0340999998152256 "" "" "" 12.831000328063965 11.255999565124512
"UCAC4 519-048845" "" 9.2376 0.015799999237060547 "" "" "" 13.855999946594238 10.289999961853027
TOI-3801 "" 2.0122 0.01489999983459711 "" "" "" 13.70199966430664 11.730999946594238
TOI-3589 "" 1.6874 0.01209999993443489 "" "" "" 11.855999946594238 10.866000175476074
"2MASS J19361856-2423470" "" 1.4589 0.02879999950528145 5474.5 4.415499925613403 -0.18505000323057175 "" 12.779999732971191
"DANCe J16053908-2403330" L4.5 "" "" 1600.0 3.5 "" "" 16.3439998626709
KOI-3209 "" 1.343 0.010200000368058681 6446.0 3.9550000429153442 0.13500000536441803 11.720000267028809 10.744999885559082
"UCAC4 761-009580" "" 1.2387 0.012600000016391277 "" "" "" 13.062999725341797 11.036999702453613
"UCAC4 426-134512" "" 2.5683 0.03200000151991844 "" "" "" "" 11.22700023651123
TOI-325 "" 5.4836 0.022099999710917473 "" "" "" 13.166000366210938 10.211000442504883
"SONYC NGC 1333-36" L3: "" "" "" "" "" "" 17.329999923706055
"BD+65  1899" K0 13.0938 0.011500000022351742 "" "" "" 9.40999984741211 7.763999938964844
"UCAC4 544-135168" "" 1.0765 0.019500000402331352 "" "" "" 13.10099983215332 11.71500015258789
"UCAC4 543-056260" "" 1.1924 0.07989999651908875 "" "" "" 14.206000328063965 11.996000289916992
"UCAC4 423-140218" "" 1.7685 0.053700000047683716 "" "" "" "" 13.383000373840332
KOI-4667 "" 0.6352 0.021700000390410423 "" "" "" "" 14.053999900817871
"UCAC4 746-005030" "" 6.4909 0.012799999676644802 "" "" "" 14.336999893188477 10.64900016784668
"BD-17  6580" "" 3.0096 0.020400000736117363 5886.5 4.515749931335449 -0.4000000059604645 "" 9.86400032043457
TOI-278 "" 22.3436 0.04879999905824661 "" "" "" "" 10.324000358581543
"2MASS J10365759-2623188" T1.5 15.7 3.0 "" "" "" "" 15.300000190734863
"TYC 8215-1554-1" "" 1.5452 0.017400000244379044 "" "" "" 11.399999618530273 9.82800006866455
"2MASS J08135565+1610409" "" 1.3746 0.04100000113248825 5956.0 4.100766658782959 -0.3427000045776367 "" 11.222000122070312
KOI-4597 "" 0.7738 0.015599999576807022 5638.0 4.039999961853027 0.03999999910593033 "" 13.168999671936035
"CD-49  8529" G0 1.3569 0.12070000171661377 "" "" "" 9.838000297546387 7.230999946594238
"HD 252612" B9 0.5103 0.025200000032782555 6378.0 3.8429999351501465 -2.3299999237060547 11.529999732971191 10.82800006866455
KOI-6315 "" 2.2366 0.049300000071525574 4988.0 4.710000038146973 -0.11999999731779099 "" 12.232000350952148
"V* V960 Mon" "" 0.4569 0.05860000103712082 "" "" "" 14.9399995803833 9.45199966430664
"UCAC4 424-056687" "" 3.5082 0.02449999935925007 "" "" "" 15.270000457763672 12.043000221252441
KOI-7596 "" 1.3498 0.026900000870227814 "" "" "" "" 13.385000228881836
"BD+60  1538" F5 3.1607 0.011800000444054604 6797.333333333333 4.152000109354655 0.033999999364217125 10.15999984741211 9.210000038146973
"UCAC4 567-042995" "" 3.0824 0.015300000086426735 5655.285714285715 4.476942879813058 0.16450000128575734 12.579999923706055 10.92199993133545
TOI-2085 "" 11.7718 0.011800000444054604 "" "" "" 10.59000015258789 8.574999809265137
"UCAC4 473-133732" "" "" "" "" "" "" 12.07699966430664 10.366999626159668
"LINEAR 5597135" "" 1.004 0.04340000078082085 4567.0 4.474999904632568 -0.4099999964237213 "" 13.59000015258789
KOI-5747 "" 0.8618 0.009700000286102295 6638.0 4.119999885559082 -0.03999999910593033 "" 12.119999885559082
"UCAC4 084-009678" "" 8.2723 0.010599999688565731 4768.6 4.604899978637695 -0.04620000068098307 12.67300033569336 9.925999641418457
TOI-3124 "" 2.036 0.011800000444054604 "" "" "" 13.281999588012695 11.300000190734863
TOI-2658 "" 1.4998 0.011500000022351742 "" "" "" 14.029999732971191 12.414999961853027
"UCAC4 465-000890" "" 9.1721 0.020899999886751175 "" "" "" 14.869000434875488 10.647000312805176
KOI-5249 "" 1.0365 0.01489999983459711 5625.0 4.119999885559082 -0.019999999552965164 "" 13.147000312805176
KOI-5666 "" 1.2913 0.011699999682605267 5805.8 4.362980079650879 0.021920000109821557 "" 12.46399974822998
"BD+64  1603" G0 13.9308 0.11890000104904175 "" "" "" 9.170000076293945 7.6020002365112305
TOI-2729 "" 3.8978 0.017000000923871994 "" "" "" 13.015999794006348 10.984000205993652
"HD 152079" G6V 11.3545 0.0142000000923872 5562.727272727273 3.9408888816833496 0.11137499660253525 9.15999984741211 7.633999824523926
TOI-893 "" 0.7582 0.021199999377131462 "" "" "" 11.920000076293945 11.170999526977539
TOI-2822 "" 1.1174 0.01140000019222498 "" "" "" 13.413000106811523 11.899999618530273
TOI-2032 "" 2.4949 0.3370000123977661 "" "" "" 11.609999656677246 9.758000373840332
"HD 106906" F5V 9.7673 0.01850000023841858 6488.5 "" 0.10000000149011612 8.890000343322754 6.683000087738037
TOI-4055 "" 1.6403 0.012000000104308128 "" "" "" 13.71399974822998 12.161999702453613
"UCAC4 736-071458" "" 1.3492 0.013299999758601189 "" "" "" 14.25 12.109999656677246
TOI-3212 "" 3.633 0.014299999922513962 "" "" "" 14.01099967956543 ""
KMT-2018-BLG-1743 "" "" "" "" "" "" "" ""
"TYC 7150-787-1" "" 6.0362 0.4113999903202057 "" "" "" 10.119999885559082 8.777999877929688
"TYC 2643-218-1" "" 1.5642 0.012000000104308128 "" "" "" 11.90999984741211 10.5600004196167
KOI-5092 "" 0.7015 0.012000000104308128 6062.0 4.25 0.0 "" 12.583999633789062
KOI-2712 "" 2.4305 0.011800000444054604 6245.416666666667 4.111100023443049 0.23059000223875045 10.920000076293945 9.947999954223633
TOI-2279 "" 10.6363 0.009700000286102295 "" "" "" 11.260000228881836 8.875
"UCAC4 617-020469" "" 1.3689 0.013100000098347664 "" "" "" 13.241999626159668 11.670000076293945
"UCAC4 491-001354" "" 3.9784 0.032999999821186066 "" "" "" 16.305999755859375 12.039999961853027
"GALEX J122859.9+104032" DAZe: 7.7634 0.06620000302791595 22482.9 8.17460012435913 "" "" 16.423999786376953
"UScoCTIO 100" M7e 7.0559 0.08699999749660492 5470.0 3.9040000438690186 -0.12700000405311584 "" 11.82699966430664
KOI-6108 "" 2.4468 0.0272000003606081 5737.333333333333 4.401100158691406 0.09533333405852318 12.020000457763672 10.477999687194824
Kepler-1267 "" 0.6992 0.02669999934732914 5706.666666666667 4.336666742960612 0.21666666120290756 "" 13.937000274658203
TOI-2960 "" 0.731 0.033799998462200165 "" "" "" 13.46399974822998 12.045000076293945
TOI-3133 "" 1.6108 0.010599999688565731 "" "" "" 12.583999633789062 10.815999984741211
"UCAC4 510-047752" "" 1.6764 0.03970000147819519 5491.0 4.332499980926514 -0.21610000729560852 14.277000427246094 12.335000038146973
"UCAC4 398-114345" "" 2.0133 0.018799999728798866 "" "" "" 14.286999702453613 12.031000137329102
"UCAC4 430-004242" "" 16.3118 0.016200000420212746 "" "" "" 12.541000366210938 9.041999816894531
K2-27 "" 4.0219 0.01600000075995922 5281.846153846154 4.472799998063308 0.1366999987512827 12.640000343322754 10.704000473022461
KOI-3396 "" 0.5802 0.025599999353289604 "" "" "" "" 13.984999656677246
"UCAC4 726-048112" "" 9.7507 0.013199999928474426 "" "" "" 11.99899959564209 9.32800006866455
"UCAC4 767-049009" "" 1.1944 0.010900000110268593 "" "" "" 13.699999809265137 12.281000137329102
"UCAC4 226-138982" "" 2.5221 0.019099999219179153 "" "" "" "" 9.73900032043457
TOI-3310 "" 1.0867 0.014800000004470348 "" "" "" 13.718999862670898 12.151000022888184
KOI-6752 "" 2.4526 0.02370000071823597 "" "" "" "" 12.75
"2MASS J11475812+0130368" "" 0.7958 0.07919999957084656 "" "" "" "" 14.079999923706055
KOI-3043 "" 0.4524 0.05000000074505806 5845.428571428572 4.22047141620091 -0.2900571418660028 "" 13.277999877929688
KOI-4503 "" 0.6899 0.025100000202655792 "" "" "" "" 14.079999923706055
WASP-10 K5V 7.0717 0.013500000350177288 4709.833333333333 4.3833333651224775 0.09166666399687529 "" 9.982999801635742
"UCAC4 688-020513" "" 0.356 0.01759999990463257 "" "" "" 13.803999900817871 12.791999816894531
KOI-4603 F6IV 1.014 0.01119999960064888 6195.833333333333 4.196599960327148 0.18116666500767073 "" 12.364999771118164
TOI-3680 "" 1.3083 0.10040000081062317 "" "" "" 12.199999809265137 10.354999542236328
TOI-3068 "" 0.6662 0.30660000443458557 "" "" "" 13.173999786376953 12.026000022888184
"UCAC4 286-001256" "" 5.3186 0.012400000356137753 "" "" "" 12.770000457763672 10.480999946594238
"UCAC4 617-123497" "" 1.3148 0.016699999570846558 "" "" "" "" 12.343999862670898
"TYC  140-1482-1" "" 0.7319 0.1656000018119812 "" "" "" 11.789999961853027 10.692999839782715
TOI-2831 "" 0.7881 0.019200000911951065 "" "" "" 12.109999656677246 11.8149995803833
TOI-3538 "" 1.0044 0.011300000362098217 "" "" "" 13.885000228881836 12.154000282287598
KOI-7534 G0V 0.8231 0.10639999806880951 5904.333333333333 4.289999961853027 0.05999999741713206 "" 12.42199993133545
"TYC 7679-1949-1" "" 2.0007 0.06369999796152115 "" "" "" 11.680000305175781 10.527999877929688
"TYC 5239-1083-1" "" 9.9402 0.019600000232458115 4833.4 4.586620044708252 -0.009999999776482582 11.531000137329102 9.17300033569336
"HD 209761" K3III 7.3919 0.050700001418590546 4420.0 2.3499999046325684 -0.07999999821186066 5.74399995803833 2.8440001010894775
TOI-5181 "" 2.1064 0.013899999670684338 "" "" "" "" 10.626999855041504
TOI-3685 "" 1.5062 0.014499999582767487 "" "" "" 14.104000091552734 12.131999969482422
TOI-3933 "" 0.4832 0.011099999770522118 "" "" "" 13.597000122070312 12.513999938964844
"TYC 1801-38-1" "" 4.7517 0.019600000232458115 "" "" "" 10.119999885559082 8.645000457763672
"HD 297490" F8 "" "" "" "" "" 10.288000106811523 8.937000274658203
"* zet Lep" A2IV-V(n) 44.794 0.24660000205039978 8550.5 4.016350030899048 -0.7842000126838684 3.5250000953674316 3.2860000133514404
"UCAC4 649-089571" "" 1.2549 0.013799999840557575 "" "" "" 13.597999572753906 12.168000221252441
"TYC 6095-201-1" "" 3.1293 0.11789999902248383 "" "" "" 11.850000381469727 9.920999526977539
"HAT 307-02346" K2V 1.6273 0.014499999582767487 5089.4 3.5481799602508546 0.20600000023841858 12.989999771118164 10.079000473022461
"UCAC4 844-014652" "" 6.1928 0.010400000028312206 "" "" "" 13.92300033569336 10.76099967956543
"UCAC4 414-141391" "" 1.2264 0.030799999833106995 "" "" "" 13.142000198364258 11.638999938964844
"UCAC4 503-060809" "" 7.0427 0.13840000331401825 "" "" "" 12.597999572753906 9.861000061035156
KOI-3787 G5V 1.6261 0.013799999840557575 5689.142857142857 4.422333240509033 0.09983333386480808 "" 12.36299991607666
K2-275 K3V 8.0632 0.01979999989271164 4846.285714285715 4.434000015258789 0.0010000007847944896 12.0600004196167 9.74899959564209
KOI-5749 "" 1.8732 0.02019999921321869 4595.0 4.46999979019165 -0.6499999761581421 "" 13.17199993133545
"HD 236033" G0 9.0919 0.016300000250339508 "" "" "" 8.890000343322754 7.697999954223633
KOI-5135 "" 0.8135 0.024900000542402267 5170.0 4.4730000495910645 0.0142000000923872 "" 13.598999977111816
TOI-3586 "" 4.246 0.025200000032782555 "" "" "" "" 10.993000030517578
TOI-1703 "" 5.0449 0.018699999898672104 "" "" "" 11.020000457763672 9.626999855041504
TOI-4106 "" 4.0925 0.010499999858438969 "" "" "" 11.652999877929688 10.272000312805176
TOI-2298 "" 11.9221 0.010599999688565731 "" "" "" 12.289999961853027 9.342000007629395
Kepler-1474 "" 0.8909 0.023000000044703484 5664.125 4.446749925613403 0.12261249776929617 "" 13.621000289916992
"WISEA J235402.79+024014.1" Y1 130.6 3.299999952316284 371.0 4.650000095367432 "" "" ""
"UCAC4 252-189952" "" 1.6644 0.019300000742077827 "" "" "" 13.682999610900879 12.135000228881836
TOI-4064 "" 1.3287 0.009200000204145908 "" "" "" 13.060999870300293 11.548999786376953
"2MASS J05115130-4239337" "" 20.7497 0.04960000142455101 "" "" "" "" 10.734000205993652
TOI-3054 "" 0.8778 0.1468999981880188 "" "" "" 13.333999633789062 12.055000305175781
"ZTF J004456.19+584243.4" "" 1.1949 0.02239999920129776 "" "" "" 11.84000015258789 8.48900032043457
TOI-4284 "" 0.9646 0.011599999852478504 "" "" "" 13.597000122070312 12.086999893188477
KOI-6454 "" 0.1969 0.07639999687671661 5846.0 4.150000095367432 -0.18000000715255737 "" 13.439000129699707
OGLE-2019-BLG-0362 "" "" "" "" "" "" "" ""
"UCAC4 156-028618" "" 1.1576 0.013500000350177288 "" "" "" 13.01099967956543 11.727999687194824
KOI-2696 F5V 1.0001 0.01360000018030405 6856.0 4.144999980926514 -0.1466666708389918 "" 11.949999809265137
"TYC 3972-254-1" "" 5.5316 0.011500000022351742 "" "" "" 11.319999694824219 9.682000160217285
"TYC  839-39-1" "" 5.2937 0.017400000244379044 5887.5 4.386000156402588 -0.027000000700354576 11.140000343322754 9.638999938964844
TOI-3860 "" 1.0835 0.014399999752640724 "" "" "" 13.854000091552734 12.57699966430664
"UCAC4 545-004955" "" 2.0473 0.021199999377131462 "" "" "" 14.21399974822998 12.138999938964844
TOI-877 "" 1.8036 0.03970000147819519 "" "" "" 10.779999732971191 10.178999900817871
"TYC 3236-688-1" "" 5.1878 0.015200000256299973 "" "" "" 11.199999809265137 9.406000137329102
TOI-3918 "" 1.3018 0.01640000008046627 "" "" "" 14.234999656677246 12.23799991607666
"UCAC4 116-006998" "" 5.2621 0.014499999582767487 "" "" "" "" 11.03499984741211
TOI-4204 "" 2.843 0.022299999371170998 "" "" "" 11.609999656677246 10.164999961853027
TOI-3207 "" 0.1878 0.04490000009536743 "" "" "" 13.883999824523926 11.911999702453613
"UCAC4 376-031950" "" 2.9919 0.02410000003874302 "" "" "" 16.02400016784668 12.307000160217285
"TYC 3049-845-1" "" 1.8634 0.013700000010430813 6137.0 4.283533414204915 -0.6583333412806193 11.40999984741211 10.220999717712402
"UCAC4 305-062809" "" 1.105 0.039900001138448715 "" "" "" 13.284000396728516 11.829000473022461
KOI-5287 G9.5III 0.233 0.011500000022351742 4801.2 2.6112000942230225 -0.07600000016391277 "" 11.17199993133545
"HD  89584" G0V 8.669 0.021700000390410423 6015.5 "" "" 8.289999961853027 6.784999847412109
K2-365 "" 5.3331 0.023399999365210533 5806.25 4.422000050544739 -0.03714999991158644 11.369999885559082 9.623000144958496
Kepler-1717 F5V 0.9865 0.014000000432133675 6339.363636363636 4.1761273037303575 -0.0413888888950977 "" 12.227999687194824
