    star_name|sy_dist|st_spectype|st_rad|st_teff|st_mass|st_age|ra|dec|sy_vmag|sy_jmag|sy_hmag|sy_kmag|known_binary_fl|gaia_binary_fl|WDSsep|wds_deltamag
LP 223-18|29.71|M3.39|0.3|3270.0|0.27|null|232.05142501257|43.66903487055|null|null|null|null|False|null|null|null
SCR J0342-6407|24.99|M4.0V|0.176715567708015|3210.0|0.23|null|55.7391627769521|-64.1323464531281|null|null|null|null|False|null|null|null
G 206-41|23.75|M4.5Ve|0.179734095931053|3110.0|0.184|null|280.655045531887|31.1849335723544|null|null|null|null|False|null|null|null
2MASS J21511011-1141181|25.55|M7.0|0.12|2680.0|0.09|null|327.79211620866|-11.68838907335|null|null|null|null|False|null|null|null
TVLM 832-10443|23.6|M8V|0.114|2570.0|0.085|null|43.10959822077|0.93960748294|null|null|null|null|False|null|null|null
LP 322-628|14.11|M6V|0.171919032931328|2810.0|0.102|null|196.70960483875|30.8483263059664|null|null|null|null|False|null|null|null
LP 712-11|29.68|M4.0|0.239483132958412|3210.0|0.23|null|47.5090031921338|-13.5700736380144|null|null|null|null|False|null|null|null
LP 48-485|22.75|dM4.5|0.314995229244232|3110.0|0.184|null|351.11057111605|73.9621492053|null|null|null|null|False|null|null|null
G 253-34|19.84|dM5.0|0.232625469565392|3060.0|0.162|null|150.296297333699|81.1562678697747|null|null|null|null|False|null|null|null
G 234-43|25.68|M4V|0.317093670368195|3210.0|0.23|null|130.265619205457|67.6606941187183|null|null|null|null|False|null|null|null
2MASS J14222424+2116076|29.0|M8V|0.114|2570.0|0.085|null|215.6009874958|21.26879367326|null|null|null|null|False|null|null|null
LP 734-29|17.57|M5.5Ve|0.154209539294243|2930.0|0.123|null|182.182337641663|-11.5625408023928|null|null|null|null|False|null|null|null
L 119-44|28.25|M3.5V|0.318984538316727|3270.0|0.27|null|339.512091902734|-65.8357965589883|null|null|null|null|False|null|null|null
2MASS J04235322-0006587|27.66|M8.5|0.104|2420.0|0.08|null|65.97172781037|-0.11634521519|null|null|null|null|False|null|null|null
LSR J1809-0219|16.33|M4.5V|0.217|3110.0|0.184|null|272.432098422683|-2.3264048160566|null|null|null|null|False|null|null|null
SIPS J0923-2727|25.67|M8.5|0.104|2420.0|0.08|null|140.87624091944|-27.45577618065|null|null|null|null|False|null|null|null
G 151-34|15.27|M4.5V|0.234657675027847|3110.0|0.184|null|227.960836892623|-10.2383527236808|null|null|null|null|False|null|null|null
LP 732-15|19.97|M3V|0.316915929317474|3430.0|0.37|null|169.276907987819|-11.373697057035|null|null|null|null|False|null|null|null
G 124-72|18.24|M2V|0.24286562204361|3560.0|0.44|null|221.979921944011|-3.15984373948306|null|null|null|null|False|null|null|null
LSPM J0627+2129|25.59|M5.3|0.190509125590324|2930.0|0.123|null|96.86726791399|21.48964119666|null|null|null|null|False|null|null|null
LP 734-34|21.99|M4.5V|0.217|3110.0|0.184|null|182.618236281662|-13.1733430106628|null|null|null|null|False|null|null|null
G 128-76|28.77|dM4.0|0.521696507930756|3210.0|0.23|null|353.327725059482|27.2394579168178|null|null|null|null|False|null|null|null
G 170-50|29.06|dM3.0|0.359104990959168|3430.0|0.37|null|263.432843749367|18.7299368409436|null|null|null|null|False|null|null|null
2MASS J09472006-0020093|26.82|M7|0.12|2680.0|0.09|null|146.83363198745|-0.33598229398|null|null|null|null|False|null|null|null
2MASS J16523515-2900186|19.59|M5.5|0.201963126659393|2930.0|0.123|null|253.146427409592|-29.0053032664764|null|null|null|null|False|null|null|null
2MASS J15090696+5904282|29.36|M4|0.204066723585129|3210.0|0.23|null|227.27907625133|59.07446748426|null|null|null|null|False|null|null|null
UCAC4 681-101797|21.77|dM4.5|0.217|3110.0|0.184|null|319.488163203188|46.0252200757289|null|null|null|null|False|null|null|null
G 1-2|29.25|dM3.5|0.457089781761169|3270.0|0.27|null|6.73973139210292|8.08635059940945|null|null|null|null|False|null|null|null
LP 134-7|17.3|M7|0.12|2680.0|0.09|null|215.760722642899|51.7751469370497|null|null|null|null|False|null|null|null
UCAC4 612-033536|26.57|M3|0.245851203799248|3430.0|0.37|null|98.362721363625|32.2096523317006|null|null|null|null|False|null|null|null
DENIS J213856.8-211434|29.51|M3.5|0.3|3270.0|0.27|null|324.73681325944|-21.24302035136|null|null|null|null|False|null|null|null
G 249-32|18.91|M4.5V|0.217|3110.0|0.184|null|90.6066769670988|66.3444070482353|null|null|null|null|False|null|null|null
PM J22509+4959|29.22|M4.0V|0.274|3210.0|0.23|null|342.72948272293|49.98701803115|null|null|null|null|False|null|null|null
G 254-38|24.69|dM4.0|0.274|3210.0|0.23|null|183.243810778263|74.2801387673925|null|null|null|null|False|null|null|null
LP 571-164|19.74|M6|0.137|2810.0|0.102|null|286.84224335881|4.73203346539|null|null|null|null|False|null|null|null
SCR J1746-3214|12.05|M5.5|0.144921630620956|2930.0|0.123|null|266.6694108193|-32.2345845521|null|null|null|null|False|null|null|null
G 137-39|26.03|dM4.0|0.286992371082306|3210.0|0.23|null|235.560125038084|14.4928534318692|null|null|null|null|False|null|null|null
Wolf 990|17.67|dM4.5|0.338646233081818|3110.0|0.184|null|331.693181606382|3.41773895066306|null|null|null|null|False|null|null|null
G 84-25|21.76|M4Ve|0.274|3210.0|0.23|null|74.49424217901|-5.10457813269|null|null|null|null|False|null|null|null
2MASS J00045753-1709369|17.06|M5.5V|0.156|2930.0|0.123|null|1.23978974301|-17.16026390659|null|null|null|null|False|null|null|null
UPM J2022+3541|27.37|dM4.5|0.219629839062691|3110.0|0.184|null|305.52144558566|35.69971590463|null|null|null|null|False|null|null|null
LP 927-8|22.86|M0.5|0.379571795463562|3770.0|0.54|null|305.18168636363|-28.10180972845|null|null|null|null|False|null|null|null
PM J16377-2013|19.68|dM4.5|0.378809452056885|3110.0|0.184|null|249.4300003369|-20.22609266836|null|null|null|null|False|null|null|null
G 209-18|24.63|M4.5|0.220217943191528|3110.0|0.184|null|302.667463098264|40.6689962134386|null|null|null|null|False|null|null|null
UCAC4 575-050089|23.45|dM3.5|0.3|3270.0|0.27|null|211.65050355608|24.92873482505|null|null|null|null|False|null|null|null
LP 1032-23|26.74|M3V|0.240339905023575|3430.0|0.37|null|328.567170205328|-43.6036329873131|null|null|null|null|False|null|null|null
G 268-38|14.96|M4.5V|0.217|3110.0|0.184|null|11.2472121406296|-15.271539677775|null|null|null|null|False|null|null|null
SIPS J1145-4055|15.85|M2.5Ve|0.421|3470.0|0.4|null|176.397482139503|-40.9329153306786|null|null|null|null|False|null|null|null
G 224-84|23.11|dM4.5|0.217|3110.0|0.184|null|237.015179125886|59.6503954129442|null|null|null|null|False|null|null|null
LSPM J2346+1129|19.68|M9|0.102|2380.0|0.079|null|356.691783236846|11.4859625342986|null|null|null|null|False|null|null|null
PM J17394-2327|18.67|M5|0.196|3060.0|0.162|null|264.851478901831|-23.4519971159897|null|null|null|null|False|null|null|null
LP 377-36|23.08|M4V|0.266968607902527|3210.0|0.23|null|189.93138450753|25.51273551044|null|null|null|null|False|null|null|null
RX J0529.7-3239|29.76|M4.5Ve|0.217|3110.0|0.184|null|82.43619411891|-32.65397101549|null|null|null|null|False|null|null|null
G 159-3|10.56|M4.5Ve|0.217|3110.0|0.184|null|27.7670871377308|-6.11805459743083|null|null|null|null|False|null|null|null
LP 794-53|25.23|M4.5Ve|0.217|3110.0|0.184|null|185.0212537754|-18.21651046339|null|null|null|null|False|null|null|null
UPM J1424+3640|21.55|dM4.5|0.217|3110.0|0.184|null|216.09217934829|36.67525785537|null|null|null|null|False|null|null|null
LP 764-9|29.04|M4.0V|0.274|3210.0|0.23|null|2.32215929791458|-19.7087826610803|null|null|null|null|False|null|null|null
G 34-8|28.66|dM5.0|0.254059642553329|3060.0|0.162|null|17.8478036026358|16.8086477671569|null|null|null|null|False|null|null|null
LP 852-50|27.75|M4.5Ve|0.217|3110.0|0.184|null|186.759040579561|-25.750087865|null|null|null|null|False|null|null|null
G 249-36|16.28|M4.5V|0.217|3110.0|0.184|null|91.3725070017908|60.8229067347203|null|null|null|null|False|null|null|null
LP 220-13|21.6|M8V|0.114|2570.0|0.085|null|209.172726252116|43.7164113173772|null|null|null|null|False|null|null|null
G 58-22|19.23|M3.5Ve|0.3|3270.0|0.27|null|162.233447133742|22.8900091246219|null|null|null|null|False|null|null|null
G 7-34|14.59|M5V|0.279758006334305|3060.0|0.162|null|64.3272235597096|8.82278197120222|null|null|null|null|False|null|null|null
G 141-53|18.89|dM5.0|0.187706887722015|3060.0|0.162|null|284.911999713136|8.48343623721417|null|null|null|null|False|null|null|null
G 141-36|7.62|M5.0V|0.176578998565674|3060.0|0.162|null|282.073072283185|7.68921847374139|null|null|null|null|False|null|null|null
DENIS J235359.4-083331|21.85|M8.6V|0.104|2420.0|0.08|null|358.497738599357|-8.55880141569167|null|null|null|null|False|null|null|null
G 130-3|12.91|M5V|0.196|3060.0|0.162|null|355.719777303467|30.8227094219086|null|null|null|null|False|null|null|null
LSPM J0804+1116|25.33|M5V|0.196|3060.0|0.162|null|121.06069555429|11.26710493869|null|null|null|null|False|null|null|null
G 178-34|27.12|M3.5Ve|0.277416348457336|3270.0|0.27|null|218.038253367661|44.0028327610403|null|null|null|null|False|null|null|null
LSPM J1354+0846|26.42|M6-8|0.137|2810.0|0.102|null|208.5365850353|8.76900662219|null|null|null|null|False|null|null|null
G 200-29|27.54|dM4.0|0.274|3210.0|0.23|null|214.5333689881|49.6641600320339|null|null|null|null|False|null|null|null
DENIS J114854.2-254441|24.64|M8e|0.114|2570.0|0.085|null|177.22610687002|-25.74459161533|null|null|null|null|False|null|null|null
G 44-33|29.37|M3.5V|0.473357826471329|3270.0|0.27|null|161.07841608982|12.41987281634|null|null|null|null|False|null|null|null
LSPM J0453+1549|25.95|M2.5V|0.421|3470.0|0.4|null|73.45853581626|15.82091120789|null|null|null|null|False|null|null|null
UPM J1152-7631|24.1|dM5.0|0.196|3060.0|0.162|null|178.01983670478|-76.51826709541|null|null|null|null|False|null|null|null
LP 791-18|26.65|M6V|0.17380203306675|2810.0|0.102|null|165.69147758308|-16.40619116566|null|null|null|null|False|null|null|null
2MASS J09365490-3346212|28.17|M8.5|0.104|2420.0|0.08|null|144.228690130971|-33.7725699159017|null|null|null|null|False|null|null|null
G 163-30|24.72|dM4.0|0.274|3210.0|0.23|null|164.64259222047|-5.90255865001|null|null|null|null|False|null|null|null
LP 401-10|23.11|M5.5Ve|0.156|2930.0|0.123|null|343.546577717381|25.4657278603158|null|null|null|null|False|null|null|null
LP 274-24|22.97|M5V|0.166690066456795|3060.0|0.162|null|238.771603571552|33.8474177935939|null|null|null|null|False|null|null|null
PM J18306-0356|18.42|M4.5V|0.217|3110.0|0.184|null|277.66439263969|-3.93857277703|null|null|null|null|False|null|null|null
LSPM J0550+0939|25.3|dM4.5|0.217|3110.0|0.184|null|87.5489353821596|9.66369832992667|null|null|null|null|False|null|null|null
LP 133-172|23.04|M4.5|0.217|3110.0|0.184|null|208.2947218|55.4759606|null|null|null|null|False|null|null|null
LP 736-27|26.76|M4.5Ve|0.232920438051224|3110.0|0.184|null|196.836987334207|-10.3296075079358|null|null|null|null|False|null|null|null
LP 575-26|28.32|dM5.0|0.196|3060.0|0.162|null|308.63751207463|7.95966229199278|null|null|null|null|False|null|null|null
G 130-68|19.49|M5V|0.196|3060.0|0.162|null|6.14533621036708|30.0415372111431|null|null|null|null|False|null|null|null
LP 415-217|16.96|M5.5Ve|0.156|2930.0|0.123|null|68.65763552578|19.10139681451|null|null|null|null|False|null|null|null
APMPM J1251-2121|17.61|M7.5e|0.116|2630.0|0.088|null|192.719370769171|-21.3537748810531|null|null|null|null|False|null|null|null
LP 816-10|18.77|M6e|0.137|2810.0|0.102|null|312.469718572958|-17.269018322877|null|null|null|null|False|null|null|null
G 205-47|19.54|dM5.0|0.327880412340164|3060.0|0.162|null|284.109629456819|46.3815754882317|null|null|null|null|False|null|null|null
G 25-4|17.65|dM4.0|0.274|3210.0|0.23|null|312.212509757088|11.4555633724625|null|null|null|null|False|null|null|null
2MASS J07081519-3818111|28.37|M5.5|0.156|2930.0|0.123|null|107.06330839864|-38.30302386626|null|null|null|null|False|null|null|null
LSPM J1657+3803|26.84|dM5.0|0.204575702548027|3060.0|0.162|null|254.31457310056|38.05251281277|null|null|null|null|False|null|null|null
Wolf 1040|24.74|M1.5V|0.327915400266647|3620.0|0.47|null|354.215724672705|1.16460432139417|null|null|null|null|False|null|null|null
LP 500-35|13.23|M7V|0.12|2680.0|0.09|null|217.017314899307|13.9370358419572|null|null|null|null|False|null|null|null
G 217-23|25.46|M3.5V|0.3|3270.0|0.27|null|358.54374007461|51.68608956688|null|null|null|null|False|null|null|null
CE 54|28.01|M6|0.137|2810.0|0.102|null|133.795295463007|-26.1802811123719|null|null|null|null|False|null|null|null
LP 772-31|24.16|M4.5|0.207320019602776|3110.0|0.184|null|49.3251911207821|-19.6716125240456|null|null|null|null|False|null|null|null
G 164-25|28.11|M5:|0.275548338890076|3060.0|0.162|null|192.76659739065|29.29907159465|null|null|null|null|False|null|null|null
PM J18057-1422|9.48|M5.5V|0.146164074540138|2930.0|0.123|null|271.436056662702|-14.3784681536675|null|null|null|null|False|null|null|null
UCAC4 324-082580|23.82|M4.5|0.196081340312958|3110.0|0.184|null|243.04272169203|-25.20284052523|null|null|null|null|False|null|null|null
2MASS J15202740+5538502|25.18|M5.5|0.156|2930.0|0.123|null|230.11419725057|55.64726980979|null|null|null|null|False|null|null|null
LSPM J0344+0741|15.48|M5V|0.179136991500855|3060.0|0.162|null|56.08676255409|7.69859189623|null|null|null|null|False|null|null|null
LSR J1835+3259|5.69|M8.5V|0.104|2420.0|0.08|null|278.907833844447|32.9981433608722|null|null|null|null|False|null|null|null
LP 924-17|23.37|M5.5e|0.156|2930.0|0.123|null|289.2688156776|-30.32225085899|null|null|null|null|False|null|null|null
UPM J1344+5528|26.1|M4.2|0.22515857219696|3110.0|0.184|null|206.24116829017|55.47276206902|null|null|null|null|False|null|null|null
2MASS J11524266+2438079|21.94|M9V|0.102|2380.0|0.079|null|178.177533900417|24.6355304008961|null|null|null|null|False|null|null|null
LP 864-14|18.05|M3.5|0.3|3270.0|0.27|null|262.44248136484|-25.0648951750716|null|null|null|null|False|null|null|null
2MASS J17364180-3425459|18.86|M6.5|0.126|2740.0|0.093|null|264.17419208087|-34.42949568753|null|null|null|null|False|null|null|null
G 82-41|23.97|M3.26|0.340137004852295|3270.0|0.27|null|70.5315409533083|4.74155406469472|null|null|null|null|False|null|null|null
LSR J0804+6153|20.04|M9:|0.102|2380.0|0.079|null|121.024128491385|61.8924624401511|null|null|null|null|False|null|null|null
LP 926-43|27.23|M4.5|0.217|3110.0|0.184|null|303.205177841808|-31.5060925305547|null|null|null|null|False|null|null|null
Wolf 945|20.61|M4V|0.390808790922165|3210.0|0.23|null|326.968661102265|50.2465950909772|null|null|null|null|False|null|null|null
LSPM J1557+0901|19.13|M4.0V|0.274|3210.0|0.23|null|239.45108814593|9.01946540429|null|null|null|null|False|null|null|null
SIPS J0527-5129|14.57|dM5.5|0.170094877481461|2930.0|0.123|null|81.8773650845321|-51.4877250543978|null|null|null|null|False|null|null|null
LP 817-54|20.85|M5|0.196|3060.0|0.162|null|322.34745100856|-18.91884557187|null|null|null|null|False|null|null|null
LP 859-1|19.59|M7.5Ve|0.116|2630.0|0.088|null|226.067401542899|-23.9323794928619|null|null|null|null|False|null|null|null
LP 938-144|27.63|M4.5Ve|0.23563526570797|3110.0|0.184|null|18.65275955818|-34.5808233414197|null|null|null|null|False|null|null|null
2MASSI J1457396+451716|23.36|M9e|0.102|2380.0|0.079|null|224.41508512518|45.28799573074|null|null|null|null|False|null|null|null
2MASS J06595620-6145001|18.48|M5.0|0.16117188334465|3060.0|0.162|null|104.984063516768|-61.7499559830636|null|null|null|null|False|null|null|null
L 341-45|25.84|M0:|0.33187797665596|3850.0|0.57|null|260.480104656815|-46.0884435383386|null|null|null|null|False|null|null|null
SSSPM J2258-4639|24.31|M8.5|0.104|2420.0|0.08|null|344.45540099419|-46.64573794134|null|null|null|null|False|null|null|null
LP 64-283|28.05|M4.5|0.217|3110.0|0.184|null|188.44208547431|65.00137555927|null|null|null|null|False|null|null|null
RX J1117.0-8028|28.29|M4e|0.274|3210.0|0.23|null|169.23874838028|-80.46449941315|null|null|null|null|False|null|null|null
PM J18542+1058|18.57|M4.0V|0.355069220066071|3210.0|0.23|null|283.57132818|10.96923338467|null|null|null|null|False|null|null|null
LSPM J2204+1505|23.11|M5.5|0.156|2930.0|0.123|null|331.08966504087|15.0978613441072|null|null|null|null|False|null|null|null
L 159-20|20.13|M3.5V|0.3899846971035|3270.0|0.27|null|283.000791696895|-60.7697363879622|null|null|null|null|False|null|null|null
PM J19052+3845|23.99|M3.5V|0.404810726642609|3270.0|0.27|null|286.30563334495|38.75147371722|null|null|null|null|False|null|null|null
G 31-42|23.66|dM4.0|0.271803796291351|3210.0|0.23|null|4.76993111779042|4.34809646117611|null|null|null|null|False|null|null|null
G 69-16|20.86|M4V|0.274|3210.0|0.23|null|10.8983106014337|28.4448436323114|null|null|null|null|False|null|null|null
2MASS J13365044+4751321|25.64|M8V|0.114|2570.0|0.085|null|204.21028675597|47.8589439314|null|null|null|null|False|null|null|null
G 186-7|22.84|dM3.5|0.335291415452957|3270.0|0.27|null|300.115632443859|27.4461081736622|null|null|null|null|False|null|null|null
LP 878-73|29.34|M4|0.281972229480743|3210.0|0.23|null|355.198510712926|-22.425240338517|null|null|null|null|False|null|null|null
LP 527-16|28.97|M3|0.361|3430.0|0.37|null|18.05013785269|5.69071405596|null|null|null|null|False|null|null|null
L 702-43|22.02|M4|0.274|3210.0|0.23|null|264.19076537738|-22.3455410563164|null|null|null|null|False|null|null|null
G 264-17|20.56|dM4.0|0.325075924396515|3210.0|0.23|null|330.838565218445|67.499953109675|null|null|null|null|False|null|null|null
G 255-17|24.15|M4.5V|0.217|3110.0|0.184|null|190.604680600441|77.88902190637|null|null|null|null|False|null|null|null
G 110-14|23.81|M4.0V|0.274|3210.0|0.23|null|100.89481963988|16.6930889839|null|null|null|null|False|null|null|null
G 241-57|22.61|dM5.0|0.192094475030899|3060.0|0.162|null|352.97854936326|69.2880650866286|null|null|null|null|False|null|null|null
L 413-156|29.29|M1:VI|0.501|3660.0|0.5|null|259.606470079248|-43.4437631716003|null|null|null|null|False|null|null|null
PM J12241-0414|29.28|dM4.5|0.217|3110.0|0.184|null|186.031688498969|-4.24148635378917|null|null|null|null|False|null|null|null
G 188-28|24.81|M5V|0.196|3060.0|0.162|null|328.049091589312|27.4167455929545|null|null|null|null|False|null|null|null
G 127-22|28.32|dM4.0|0.440818697214127|3210.0|0.23|null|335.711935109713|28.0298551952053|null|null|null|null|False|null|null|null
2MASS J09530410-5055203|28.07|M6|0.161983475089073|2810.0|0.102|null|148.267074608947|-50.9223239950272|null|null|null|null|False|null|null|null
LP 675-7|19.13|M6.5Ve|0.126|2740.0|0.093|null|185.966991673943|-8.97875075190917|null|null|null|null|False|null|null|null
L 396-10|15.27|M3V|0.361|3430.0|0.37|null|174.603991804193|-41.3756987783328|null|null|null|null|False|null|null|null
LP 661-13|27.1|dM4.5|0.45900285243988|3110.0|0.184|null|104.07893948661|-8.59625344385|null|null|null|null|False|null|null|null
2MASS J10195684+7324087|21.63|M8.5|0.104|2420.0|0.08|null|154.987167771483|73.4023754598319|null|null|null|null|False|null|null|null
PM J17021-2740|23.87|dM5.0|0.196|3060.0|0.162|null|255.53435835891|-27.67350561716|null|null|null|null|False|null|null|null
SIPS J1329-4147|21.95|M9|0.102|2380.0|0.079|null|202.254200335701|-41.7870889586214|null|null|null|null|False|null|null|null
G 267-63|28.74|M2:|0.463427752256393|3560.0|0.44|null|4.0837894783425|-31.46093717309|null|null|null|null|False|null|null|null
2MASS J17552867-0125598|28.86|M7.0|0.12|2680.0|0.09|null|268.86944352637|-1.43334403207|null|null|null|null|False|null|null|null
CLS 100|17.6|dM5.0|0.202826961874962|3060.0|0.162|null|243.791887749226|31.8633921682081|null|null|null|null|False|null|null|null
G 253-13|19.26|M3.5V|0.346088796854019|3270.0|0.27|null|128.042148247223|84.4085529300589|null|null|null|null|False|null|null|null
G 182-4|24.1|dM4.5|0.217|3110.0|0.184|null|260.953198184214|31.7142963438422|null|null|null|null|False|null|null|null
LP 589-23|29.79|M2.5V|0.421|3470.0|0.4|null|30.5932306774|1.2618354962|null|null|null|null|False|null|null|null
LSR J0628+0529|29.35|M7.0V|0.12|2680.0|0.09|null|97.1809872994742|5.48720713665694|null|null|null|null|False|null|null|null
LSPM J1539+2831|28.17|M6.1|0.126|2740.0|0.093|null|234.95512501117|28.52493820712|null|null|null|null|False|null|null|null
2MASSI J1743348+584411|24.39|M9.5|0.101|2350.0|0.078|null|265.89531878146|58.73625268321|null|null|null|null|False|null|null|null
SIPS J1259-4336|7.73|M8:|0.114|2570.0|0.085|null|194.76987486645|-43.6067876456583|null|null|null|null|False|null|null|null
LP 415-396|29.8|M5V|0.183597356081009|3060.0|0.162|null|70.93451700854|15.09886927795|null|null|null|null|False|null|null|null
PM J21170-2809|25.91|M3.0|0.405564606189728|3430.0|0.37|null|319.26814674556|-28.15492003101|null|null|null|null|False|null|null|null
LP 620-52|24.43|M3.5|0.270424544811249|3270.0|0.27|null|220.18156723717|-0.98269689129|null|null|null|null|False|null|null|null
LSPM J2044+1339|22.46|M5.0Ve|0.196|3060.0|0.162|null|311.091994561639|13.6502530060292|null|null|null|null|False|null|null|null
2MASS J11231964-0509045|21.36|M7|0.12|2680.0|0.09|null|170.83185190042|-5.15132971815|null|null|null|null|False|null|null|null
UCAC4 317-022184|24.43|M3.5|0.480369001626968|3270.0|0.27|null|109.9143325743|-26.7447757825|null|null|null|null|False|null|null|null
LP 769-58|22.11|M4.5Ve|0.205316364765167|3110.0|0.184|null|33.2837985670292|-19.0312762877283|null|null|null|null|False|null|null|null
SIPS J1540-2613|14.86|M7.0|0.12|2680.0|0.09|null|235.123380191675|-26.2285964469603|null|null|null|null|False|null|null|null
UCAC4 703-053280|25.83|M5|0.210449740290642|3060.0|0.162|null|211.737316095738|50.4171907093764|null|null|null|null|False|null|null|null
2MASS J17150994-1515307|26.18|M8pec|0.114|2570.0|0.085|null|258.791248164043|-15.2586563988075|null|null|null|null|False|null|null|null
PM J15197+0439|16.74|M4.0V|0.257634252309799|3210.0|0.23|null|229.94105584888|4.65956302195|null|null|null|null|False|null|null|null
G 235-55|17.17|M4V|0.23371097445488|3210.0|0.23|null|151.997218069418|69.2460277615575|null|null|null|null|False|null|null|null
LP 763-3|26.73|M5.5Ve|0.156|2930.0|0.123|null|354.4097748437|-12.8412131143186|null|null|null|null|False|null|null|null
LSPM J0540+0854|15.69|M6V|0.137|2810.0|0.102|null|85.22458268454|8.90506898327|null|null|null|null|False|null|null|null
LSPM J1631+4710|16.75|M3.5V|0.3|3270.0|0.27|null|247.86692809961|47.1725521722|null|null|null|null|False|null|null|null
LP 226-38|29.54|M4.5Ve|0.217|3110.0|0.184|null|256.80256972352|41.6122915619|null|null|null|null|False|null|null|null
LP 679-32|27.76|M5.5Ve|0.156|2930.0|0.123|null|213.029019727109|-4.23016437477361|null|null|null|null|False|null|null|null
LP 844-33|23.27|M5.0Ve|0.196|3060.0|0.162|null|134.073512996741|-23.4493349918344|null|null|null|null|False|null|null|null
Wolf 1467|22.33|M3.2|0.3|3270.0|0.27|null|280.20934705069|-8.08290533051|null|null|null|null|False|null|null|null
LP 844-4|25.51|M4.5Ve|0.259455353021622|3110.0|0.184|null|129.39142445345|-22.54216015491|null|null|null|null|False|null|null|null
LP 558-1665|28.0|M5V|0.269118428230286|3060.0|0.162|null|207.03819297843|4.4880626264|null|null|null|null|False|null|null|null
LP 508-14|28.82|dM4.5|0.217|3110.0|0.184|null|264.07357614269|13.77298349444|null|null|null|null|False|null|null|null
G 226-33|24.16|M3.5V|0.3|3270.0|0.27|null|253.413158625764|56.0575520252983|null|null|null|null|False|null|null|null
UPM J1425+2540|16.1|dM7|0.12|2680.0|0.09|null|216.39442338896|25.66806279689|null|null|null|null|False|null|null|null
G 231-44|28.65|dM4.0|0.339100569486618|3210.0|0.23|null|321.948081380793|55.0927173285297|null|null|null|null|False|null|null|null
PM J10063+0121|25.26|dM4.5|0.454136371612549|3110.0|0.184|null|151.5909329805|1.35644342069|null|null|null|null|False|null|null|null
G 256-20|27.76|dM4.0|0.274|3210.0|0.23|null|225.894968735026|84.6406471121728|null|null|null|null|False|null|null|null
G 232-69|15.68|M4.5V|0.217|3110.0|0.184|null|336.233013950441|52.0051914411|null|null|null|null|False|null|null|null
G 120-37|24.82|dM4.0|0.321593761444092|3210.0|0.23|null|170.372949303408|25.524462445075|null|null|null|null|False|null|null|null
2MASS J06242138+2815056|27.51|M4|0.274|3210.0|0.23|null|96.0890378594808|28.2515115025767|null|null|null|null|False|null|null|null
LP 626-2|26.31|M5.5e|0.156|2930.0|0.123|null|251.36750494359|-1.20805011891|null|null|null|null|False|null|null|null
L 50-78|19.67|M3.5|0.3|3270.0|0.27|null|7.76772037600125|-72.0183047510469|null|null|null|null|False|null|null|null
LP 906-20|21.01|M5.5|0.156|2930.0|0.123|null|170.677285669048|-32.0945491952472|null|null|null|null|False|null|null|null
LP 48-305|14.98|M4.5V|0.217|3110.0|0.184|null|343.16540291614|75.07190100797|null|null|null|null|False|null|null|null
LP 441-17|29.47|M7V|0.12|2680.0|0.09|null|222.013794702878|15.9041904032231|null|null|null|null|False|null|null|null
PM J10068-1246|21.37|M4.5V|0.217|3110.0|0.184|null|151.7170874|-12.781765|null|null|null|null|False|null|null|null
LP 566-6|27.67|dM4.0|0.400677233934402|3210.0|0.23|null|252.25316209666|8.64257147845|null|null|null|null|False|null|null|null
LSPM J1844+7408|23.23|dM5.5|0.156|2930.0|0.123|null|281.222872940033|74.148764356837|null|null|null|null|False|null|null|null
L 504-27|11.95|M4.5V|0.223963424563408|3110.0|0.184|null|354.217929214969|-36.4810241131745|null|null|null|null|False|null|null|null
2MASS J23361644+1835004|29.6|M8.5|0.104|2420.0|0.08|null|354.06849821259|18.58344647707|null|null|null|null|False|null|null|null
WOH G 618|11.41|M6.0|0.137|2810.0|0.102|null|88.3602203577267|-71.5638304105936|null|null|null|null|False|null|null|null
L 591-70|17.29|M3.5V|0.290156662464142|3270.0|0.27|null|69.2342990708954|-29.0577027086875|null|null|null|null|False|null|null|null
LP 374-30|26.19|M6.6|0.126|2740.0|0.093|null|170.28545691705|21.44096278053|null|null|null|null|False|null|null|null
2MASS J03341065-2130343|21.79|M6|0.137|2810.0|0.102|null|53.54440969966|-21.50955375119|null|null|null|null|False|null|null|null
LP 415-302|11.91|M5.5Ve|0.156|2930.0|0.123|null|69.8817582944162|16.2619319981836|null|null|null|null|False|null|null|null
LP 636-16|20.29|M4.5Ve|0.217|3110.0|0.184|null|313.13124739814|-1.78586193532|null|null|null|null|False|null|null|null
LSPM J1604+2331|20.96|M5.0V|0.196|3060.0|0.162|null|241.05508885146|23.52738075318|null|null|null|null|False|null|null|null
G 189-11|27.65|dM4.5|0.257394254207611|3110.0|0.184|null|335.168329643583|28.597553337305|null|null|null|null|False|null|null|null
1RXS J115749.7+663406|17.54|dM5.0|0.212322071194649|3060.0|0.162|null|179.45752617852|66.56223116299|null|null|null|null|False|null|null|null
LP 584-4|20.71|M6.5e|0.126|2740.0|0.093|null|0.52590621321375|1.26004007169889|null|null|null|null|False|null|null|null
G 77-29|15.25|M3.0|0.260509341955185|3430.0|0.37|null|47.9028766075829|-4.2769273730975|null|null|null|null|False|null|null|null
LP 575-35|15.05|M5V|0.196|3060.0|0.162|null|310.849447640984|4.76533271128861|null|null|null|null|False|null|null|null
