    star_name|sy_dist|st_spectype|st_rad|st_teff|st_mass|st_age|ra|dec|sy_vmag|sy_jmag|sy_hmag|sy_kmag|known_binary_fl|gaia_binary_fl|WDSsep|wds_deltamag
TIC 61360821|49.606327056884766|G0|2.0403015615107463|5804.5|1.2116117477416992|5.300474166870117|23.74207671191|33.1178443679|6.599289894104004|6.599289894104004|6.599289894104004|6.599289894104004|0|1|null|null
TIC 91029488|44.46220016479492|F5V|1.3708975829693988|6869.9|1.3242655992507937|2.165074348449707|348.9911982393|24.7709417159|6.471460819244385|6.471460819244385|6.471460819244385|6.471460819244385|0|0|null|null
TIC 59047970|39.4327|F7V|1.5053730500272342|6163.0|1.229|null|259.71019731074|-2.81050113583|6.5477375984191895|6.5477375984191895|6.5477375984191895|6.5477375984191895|0|0|null|null
TIC 160004049|17.67793083190918|K0V|0.8735227872009785|5195.0|0.8310837745666504|12.38839626312256|50.89690051245|-40.07638025385|6.703752517700195|6.703752517700195|6.703752517700195|6.703752517700195|1|1|2.8|4.2
TIC 118295030|25.726377487182617|G5IV-V|1.089510353526652|5682.0|0.901375651359558|null|33.85172412066|24.27128883454|6.637241840362549|6.637241840362549|6.637241840362549|6.637241840362549|0|0|null|null
TIC 403469626|47.28559112548828|F2II|1.4563225214379496|6936.3|1.4093811511993408|1.0952011346817017|286.32736212386|-1.51220435074|6.4332194328308105|6.4332194328308105|6.4332194328308105|6.4332194328308105|0|0|null|null
TIC 125747932|46.79205322265625|F7IV|1.6992099686274704|6259.0|1.3170145750045776|3.2302677631378174|316.45223988735|15.32721815445|6.526106834411621|6.526106834411621|6.526106834411621|6.526106834411621|0|0|null|null
TIC 96796224|37.98985290527344|F5.5VFe-0.7CH-0.4|1.2981742595206724|6473.7|1.2377943992614746|2.2600972652435303|105.04071951961|-31.1416855858|6.504829406738281|6.504829406738281|6.504829406738281|6.504829406738281|1|0|null|null
TIC 269243443|43.2339|F6V|1.5495704047971863|6265.7|1.25|3.63|324.881297032|-0.05112398308|7.027238368988037|7.027238368988037|7.027238368988037|7.027238368988037|1|1|0.1|1.4999999999999991
TIC 147335048|39.72800064086914|F8.5IV-V|1.4412120478877597|6223.0|1.1950711011886597|4.335995674133301|325.75904658052|-43.49609876409|6.553957462310791|6.553957462310791|6.553957462310791|6.553957462310791|1|0|null|null
TIC 242942985|20.456926345825195|G7V|0.9144666505435824|5527.0|0.8719030618667603|11.601494789123535|58.61680523646|16.61605270538|6.654032230377197|6.654032230377197|6.654032230377197|6.654032230377197|1|1|3.5|4.199999999999999
TIC 346923890|25.42292594909668|G2V|1.035362744368684|5810.0|0.9528029561042786|9.05778980255127|24.42033030464|12.07838094907|6.618030548095703|6.618030548095703|6.618030548095703|6.618030548095703|0|0|null|null
TIC 441120034|26.36870002746582|G1.5IV-V|1.0268257139175112|5953.0|0.9841055274009703|7.416429042816162|324.79229599075|-27.30657389246|6.601714134216309|6.601714134216309|6.601714134216309|6.601714134216309|0|0|null|null
TIC 227409000|26.562610626220703|G0V|0.9990768424724136|6080.0|1.0460599660873413|3.904743909835815|284.1548843249|4.26512856164|6.577960968017578|6.577960968017578|6.577960968017578|6.577960968017578|1|1|421.0|-2.1900000000000004
TIC 89320803|40.4944953918457|K0VFe-1.2CH-0.9|1.9275264585860556|5351.0|0.92|null|59.11944815273|-25.18134130489|6.681265830993652|6.681265830993652|6.681265830993652|6.681265830993652|0|0|null|null
TIC 65577318|45.16286087036133|G0|1.9839477208182597|5843.0|1.1452287435531616|6.491725444793701|54.73823683385|42.53835119686|6.597097873687744|6.597097873687744|6.597097873687744|6.597097873687744|1|1|1.8|6.19
TIC 191770861|33.360382080078125|F8|1.198490178527209|6267.0|1.1529688835144043|3.0870919227600098|22.14316790499|42.26769135614|6.537173748016357|6.537173748016357|6.537173748016357|6.537173748016357|0|0|null|null
TIC 64804337|27.24095726013184|G1V|1.113521745513622|5803.0|0.9500302672386168|10.807790756225586|309.66745971795|38.63509283897|6.613199710845947|6.613199710845947|6.613199710845947|6.613199710845947|1|1|57.9|1.84
TIC 381726125|26.378562927246097|G3IV+D|1.095737409203374|5742.0|0.9301772713661194|11.592628479003906|197.21259644761|5.20724021279|6.628449440002441|6.628449440002441|6.628449440002441|6.628449440002441|1|1|0.6|5.2
TIC 291038439|48.5523796081543|F8|1.7994984569034445|6145.0|1.3107510805130005|3.666512727737427|170.36163132501|6.63495534637|6.563014984130859|6.563014984130859|6.563014984130859|6.563014984130859|1|1|999.9|9.509999999999998
TIC 290824002|40.503787994384766|G5V|1.6836686793588782|5724.0|1.066592812538147|8.705853462219238|308.34533602962|-41.52469672005|6.636466026306152|6.636466026306152|6.636466026306152|6.636466026306152|0|1|null|null
TIC 353803599|44.33170700073242|K0|2.2948302971302645|5080.482557232432|1.0398926734924316|10.100981712341309|24.35455917257|25.16776906955|6.758143901824951|6.758143901824951|6.758143901824951|6.758143901824951|0|0|null|null
TIC 163826277|38.71417236328125|F6V|1.3458260146967431|6371.5|1.213125467300415|3.0980746746063232|242.82827572407|-45.33343147651|6.539632320404053|6.539632320404053|6.539632320404053|6.539632320404053|0|0|null|null
TIC 302492175|29.54924774169922|G0V|1.15779340315549|5944.0|1.07|null|82.215176674|12.55083483562|6.597017288208008|6.597017288208008|6.597017288208008|6.597017288208008|1|1|5.4|4.5
TIC 21373524|34.07078552246094|F8V|1.3545320834796537|5895.0|1.0916495323181152|6.368081569671631|116.2341389023|39.55636565671|6.598565578460693|6.598565578460693|6.598565578460693|6.598565578460693|0|0|null|null
TIC 153027837|24.51663017272949|G5VFe-1.2CH-1|0.9751846344564268|5879.0|1.0428667068481443|2.401529312133789|48.7766262459|-45.66482227742|6.612201690673828|6.612201690673828|6.612201690673828|6.612201690673828|0|0|null|null
TIC 15933506|46.610633850097656|F6V|1.4974030291982818|6677.2|1.331402063369751|2.33733868598938|62.6765124829|18.42325401148|6.502434730529785|6.502434730529785|6.502434730529785|6.502434730529785|0|0|null|null
TIC 129887847|16.167224884033203|K2V|0.8034877907941059|5184.0|0.8051782250404358|12.87984561920166|56.03822147068|-38.28177000901|6.751104354858398|6.751104354858398|6.751104354858398|6.751104354858398|0|0|null|null
TIC 155896956|29.48690414428711|G5VFe-1.2CH-0.9|1.2516641288395116|5665.0|0.86|10.98|4.22456054835|-52.65114982026|6.66343355178833|6.66343355178833|6.66343355178833|6.66343355178833|0|1|null|null
TIC 142392159|32.76258087158203|F8V|1.2561237045287468|6013.1|1.0877896547317505|5.659417152404785|181.89706911547|-31.41056303906|6.587923526763916|6.587923526763916|6.587923526763916|6.587923526763916|0|0|null|null
TIC 435920541|48.28516387939453|F5IV-V|1.5574188226067769|6671.3|1.355900526046753|2.067225933074951|65.39497920538|14.40979055518|6.499024391174316|6.499024391174316|6.499024391174316|6.499024391174316|1|0|null|null
TIC 307943195|26.60605812072754|G5|1.1345759400802595|5625.0|0.906702995300293|null|99.39125180807|12.18055730192|6.669307708740234|6.669307708740234|6.669307708740234|6.669307708740234|1|1|52.7|2.4399999999999995
TIC 245858382|45.77072143554688|null|1.4988791888976594|6596.9|1.3148175477981567|2.3854150772094727|68.44434222456|13.25188577188|6.517869472503662|6.517869472503662|6.517869472503662|6.517869472503662|1|0|null|null
TIC 115509518|46.67305755615234|G0V|1.9805262635099927|5664.0|1.1678624153137207|6.205535411834717|253.38470327508|42.82485439979|6.6498613357543945|6.6498613357543945|6.6498613357543945|6.6498613357543945|0|0|null|null
TIC 243215335|41.1037712097168|F5.5V|1.3881815128244768|6459.4|1.2425105571746826|3.1267457008361816|203.37255106807|-43.42276897744|6.5431904792785645|6.5431904792785645|6.5431904792785645|6.5431904792785645|0|0|null|null
TIC 310517307|36.75456237792969|F5|1.3727612641364186|6099.0|1.1589850187301636|4.248425483703613|242.32287313078|41.09520009004|6.577316761016846|6.577316761016846|6.577316761016846|6.577316761016846|0|0|null|null
TIC 391844777|23.8455810546875|G1.5V|0.96235985555776|5809.0|0.9654712677001952|6.5057291984558105|160.55550350644|-13.78771323332|6.637096405029297|6.637096405029297|6.637096405029297|6.637096405029297|0|0|null|null
TIC 1176693781||null||4077.0||null|224.36527416604|-21.41864554728|7.249210357666016|7.249210357666016|7.249210357666016|7.249210357666016|0|0|null|null
TIC 161335014|44.69816970825195|F6/8(V)|1.5018808206260026|6440.372970721246|1.28689444065094|3.1327147483825684|343.81664811552|-48.49175083513|6.550029754638672|6.550029754638672|6.550029754638672|6.550029754638672|1|1|0.1|0.2000000000000001
TIC 245895478|46.21757125854492|null|1.5263595902935336|6543.4|1.3079321384429932|2.550212144851685|69.16965812631|15.86935487593|6.534577369689941|6.534577369689941|6.534577369689941|6.534577369689941|1|0|null|null
TIC 55315634|43.132057189941406|F8V|1.5043902636122546|6327.6|1.253065824508667|3.214576482772827|140.32715296095|13.11145422988|6.563223838806152|6.563223838806152|6.563223838806152|6.563223838806152|0|0|null|null
TIC 190927608|45.299591064453125|F5|1.4555700331548125|6664.0|1.3257427215576172|2.132690668106079|326.10589948383|46.86283094878|6.511931896209717|6.511931896209717|6.511931896209717|6.511931896209717|1|0|null|null
TIC 259909186|43.347599029541016|F6V|1.472330367592542|6398.0|1.28|null|144.66963359539|-39.61417157054|6.655406475067139|6.655406475067139|6.655406475067139|6.655406475067139|1|1|0.3|1.3499999999999996
TIC 125382781|31.16519927978516|F8.5V|1.1659313196256644|6060.0|1.0597593784332275|5.922046184539795|293.89910426826|-20.78209100908|6.606949806213379|6.606949806213379|6.606949806213379|6.606949806213379|0|0|null|null
TIC 212681450|47.44131851196289|F7V|1.6551366891754251|6295.0|1.3005375862121582|3.547693252563477|306.86467940267|-2.10307371717|6.586021900177002|6.586021900177002|6.586021900177002|6.586021900177002|1|1|0.0|0.4000000000000003
TIC 368438895|29.017173767089844|G1V_Fe-0.7|1.0913790869628266|6027.0|1.038130283355713|5.536229610443115|186.98120262452|-8.67799564757|6.6192145347595215|6.6192145347595215|6.6192145347595215|6.6192145347595215|0|1|null|null
TIC 399244384|24.09065055847168|G2V|0.9616487007659696|5816.0|0.9609249234199524|7.147027492523193|271.40606015468|4.65716613896|6.64931583404541|6.64931583404541|6.64931583404541|6.64931583404541|1|1|15.1|4.3
TIC 156016697|44.368499755859375|G3V|1.7448792247761118|5868.0|1.06|null|9.15823615743|-49.13232590346|6.64645528793335|6.64645528793335|6.64645528793335|6.64645528793335|1|1|329.7|1.6300000000000008
TIC 201306559|46.01033782958984|F5IV/V|1.512349019187938|6528.0|1.30903959274292|2.678928852081299|3.56128255584|-55.06966108768|6.554913520812988|6.554913520812988|6.554913520812988|6.554913520812988|0|0|null|null
TIC 262457542|26.798877716064453|G6IV|1.132753433032719|5618.0|1.0|null|228.81268454496|-70.51962331821|6.693661689758301|6.693661689758301|6.693661689758301|6.693661689758301|1|1|57.4|5.749999999999999
TIC 136744612|46.724552154541016|G2/3V|1.7215687510438529|6065.0|1.1541792154312134|6.259659767150879|296.88883614882|1.08888675368|6.635181903839111|6.635181903839111|6.635181903839111|6.635181903839111|1|1|0.6|4.960000000000001
TIC 32268776|26.014|K1V|1.402048726164042|4867.0|0.97|13.54|23.75419955203|-29.91037282735|6.867247581481934|6.867247581481934|6.867247581481934|6.867247581481934|1|1|0.2|1.4299999999999995
TIC 26060505|45.32799530029297|F3/5V|1.4919384490789076|6551.9|1.302851319313049|2.617589950561523|221.05698186834|-8.25192789115|6.536136150360107|6.536136150360107|6.536136150360107|6.536136150360107|0|0|null|null
TIC 152854208|24.77202796936035|G4|1.1126391005383192|5499.4|0.9275783896446228|10.34164810180664|182.36888518586|-11.85707136033|6.66826057434082|6.66826057434082|6.66826057434082|6.66826057434082|1|1|9.0|3.14
TIC 283546449|42.83568572998047|G0|1.669910344290061|5910.0|1.1156963109970093|6.982672214508057|13.21563722021|40.24556975081|6.63075065612793|6.63075065612793|6.63075065612793|6.63075065612793|0|0|null|null
TIC 21895899|41.36779022216797|F5V|1.3477069817972045|6565.0|1.2771308422088623|1.9488033056259155|147.17850337933|-26.41444531924|6.5526957511901855|6.5526957511901855|6.5526957511901855|6.5526957511901855|1|1|1.8|4.12
TIC 373071009|20.831689834594727|G8V|0.9033533154743552|5539.0|0.8751195669174194|11.18462371826172|293.35646922968|21.84032614793|6.707095146179199|6.707095146179199|6.707095146179199|6.707095146179199|1|1|37.1|12.209999999999996
TIC 435254533|48.41282653808594|G1IV|1.9414784981650528|5772.0|1.171184778213501|6.092260360717773|353.39498501066|17.81882862039|6.664139270782471|6.664139270782471|6.664139270782471|6.664139270782471|1|1|7.3|4.62
TIC 346049355|42.802242279052734|F5V|1.3922873349150702|6579.4|1.2750191688537598|2.6070761680603027|216.93867118571|-13.35934926939|6.544455528259277|6.544455528259277|6.544455528259277|6.544455528259277|0|0|null|null
TIC 125802421|35.05821228027344|F6V|1.201567566254098|6351.0|1.1625921726226809|2.9736521244049072|228.04098221427|-52.10641057733|6.585766315460205|6.585766315460205|6.585766315460205|6.585766315460205|1|1|71.7|-3.24
TIC 420964096|34.01796340942383|F9V|1.312617017457095|5926.0|1.0181034803390503|9.173382759094238|82.0876200668|-22.43392311224|6.643064975738525|6.643064975738525|6.643064975738525|6.643064975738525|0|0|null|null
TIC 440489582|33.93675994873047|F8|1.2213358131732484|6160.0|1.0966891050338743|5.320484638214111|91.12476220555|44.26044380122|6.6153669357299805|6.6153669357299805|6.6153669357299805|6.6153669357299805|1|1|192.5|2.369999999999999
TIC 154234114|25.66263198852539|G0V|0.998852522865668|5895.0|1.0060874223709106|4.959690570831299|121.75217613939|-29.40293793576|6.647704601287842|6.647704601287842|6.647704601287842|6.647704601287842|1|1|8.8|8.2
TIC 20785413|23.95595359802246|G1V|0.9457667719885872|5849.0|1.0314545631408691|1.6801574230194092|284.71251297737|30.18064293977|6.651564598083496|6.651564598083496|6.651564598083496|6.651564598083496|0|0|null|null
TIC 251109533|37.678855895996094|G2V|1.51916836290249|5765.0|1.0161701440811155|10.27644157409668|38.83303859236|-3.56060297135|6.674583911895752|6.674583911895752|6.674583911895752|6.674583911895752|1|1|6.3|6.6000000000000005
TIC 121025936|13.933423042297363|K2V|0.7377076254455901|4994.0|0.7652207016944885|13.37555694580078|55.98059557547|-19.11089814134|6.8202104568481445|6.8202104568481445|6.8202104568481445|6.8202104568481445|0|0|null|null
TIC 239972376|45.590797424316406|F6V|1.5156266668599476|6468.4|1.2950576543807983|2.927283525466919|94.39058994721|35.14919687454|6.571876049041748|6.571876049041748|6.571876049041748|6.571876049041748|1|0|null|null
TIC 268215639|33.01688003540039|F8V|1.1782435700393483|6198.0|1.1231502294540403|3.5799362659454346|321.77756039625|16.12415140181|6.607284069061279|6.607284069061279|6.607284069061279|6.607284069061279|0|0|null|null
TIC 180762527|24.39618492126465|G1IV|0.9755519629033356|5793.0|0.9631574153900146|6.887303352355957|272.33909079473|29.95171268734|6.672312736511231|6.672312736511231|6.672312736511231|6.672312736511231|0|0|null|null
TIC 157272202|25.1453800201416|G1Va|1.010927510937387|5789.0|0.989854633808136|5.4831743240356445|198.4042006222|56.70826748663|6.66337251663208|6.66337251663208|6.66337251663208|6.66337251663208|1|1|126.0|1.2299999999999995
TIC 440109725|3.562003374099731|M2V|0.4356907044929423|3437.0|0.3987131060987411|null|4.5953540564|44.02295479938|7.21856689453125|7.21856689453125|7.21856689453125|7.21856689453125|1|1|34.1|3.049999999999999
TIC 143046056|32.42371368408203|G1V|1.2765970669103657|5845.0|0.9830366373062134|10.631290435791016|167.55559763151|-7.38940154297|6.660272598266602|6.660272598266602|6.660272598266602|6.660272598266602|0|0|null|null
TIC 38125059|46.19416809082031|G0/1V|1.6509172448875116|6140.0|1.156368851661682|6.118210792541504|137.15254802265|-25.83949679732|6.644031524658203|6.644031524658203|6.644031524658203|6.644031524658203|1|1|1.4|5.000000000000001
TIC 152507325|48.99874114990234|F8/G0V|1.8143685281313089|6014.0|1.19|5.23|63.54135269694|-46.13287997692|6.779067516326904|6.779067516326904|6.779067516326904|6.779067516326904|1|1|0.1|-1.29
TIC 27550294|25.5689|F8V+G0V|1.431876357496951|6094.4|1.5|2.56|123.05352339649|17.64794778604|5.865295886993408|5.865295886993408|5.865295886993408|5.865295886993408|1|1|6.0|0.9299999999999996
TIC 385590511|38.98847961425781|G0|1.4500288653289712|6032.0|1.0875970125198364|7.092804431915283|58.04748578692|25.16307692549|6.641129016876221|6.641129016876221|6.641129016876221|6.641129016876221|0|0|null|null
TIC 27024885|48.20330429077149|G0V|1.7164494271556088|6170.0|1.1920223236083984|5.228630542755127|276.66994134025|-30.39329547307|6.629524230957031|6.629524230957031|6.629524230957031|6.629524230957031|0|1|null|null
TIC 323531732|46.68844604492188|F4III|1.4378597165921765|6781.0|1.3512437343597412|1.7662409543991089|314.9618669448|16.82434034214|6.531883716583252|6.531883716583252|6.531883716583252|6.531883716583252|1|1|70.9|2.5600000000000005
TIC 323122607|38.89320755004883|G0|1.6377898541722642|5629.0|1.0|null|320.67363349587|76.5550534688|6.696070194244385|6.696070194244385|6.696070194244385|6.696070194244385|0|0|null|null
TIC 405046988|46.19710540771485|F7II/III|1.5938683344640048|6360.0|1.292341947555542|3.0730109214782715|113.6204684259|-13.87014844309|6.5977277755737305|6.5977277755737305|6.5977277755737305|6.5977277755737305|1|1|17.7|4.88
TIC 504646652||null||8988.627209550548||null|128.02019262318|-53.21179601354|6.939767837524414|6.939767837524414|6.939767837524414|6.939767837524414|0|0|null|null
TIC 10787084|48.43303680419922|F3V|1.4697593395123478|6796.4|1.348499774932861|2.0030922889709477|20.01245716245|-9.88378512556|6.555188179016113|6.555188179016113|6.555188179016113|6.555188179016113|0|0|null|null
TIC 262661743|33.1312|F7V|1.1886520605874435|6154.0|1.16|null|348.91782731499|1.30829635505|6.626175880432129|6.626175880432129|6.626175880432129|6.626175880432129|0|0|null|null
TIC 374859347|12.931252479553224|K2.5V|0.715653852100165|4870.0|0.79|null|88.51767081393|-60.02346992994|6.857923030853272|6.857923030853272|6.857923030853272|6.857923030853272|0|0|null|null
TIC 36690359|38.27866744995117|F8V|1.3005335253001644|6329.0|1.1717965602874756|3.7512454986572266|343.1938093161|-10.05886829843|6.620850086212158|6.620850086212158|6.620850086212158|6.620850086212158|0|0|null|null
TIC 17618172|28.95335578918457|F9V|1.1872935498248258|5707.0|0.9388171434402466|12.183719635009766|244.44152607874|31.80438888847|6.7148284912109375|6.7148284912109375|6.7148284912109375|6.7148284912109375|1|1|0.2|3.210000000000001
TIC 319614734|39.83707427978515|F5V|1.2812732470393935|6533.425807252489|1.2363805770874023|2.46621036529541|95.94369192138|4.59587230687|6.582165718078613|6.582165718078613|6.582165718078613|6.582165718078613|1|1|12.2|-2.22
TIC 144068704|40.89854431152344|G0/1V|1.529288729300699|5970.0|1.0741184949874878|8.056464195251465|337.7515271521|-49.4332687499|6.674195289611816|6.674195289611816|6.674195289611816|6.674195289611816|1|1|21.9|5.2
TIC 155950028|36.299922943115234|G0V|1.3464922616328083|5998.0|1.11|null|6.18672418211|-51.04386473953|6.671975135803223|6.671975135803223|6.671975135803223|6.671975135803223|0|1|null|null
TIC 101311292|41.100059509277344|F4V|1.2905935858734543|6662.0|1.2903845310211182|1.5373800992965698|300.0349057289|-50.21670973585|6.566187381744385|6.566187381744385|6.566187381744385|6.566187381744385|0|0|null|null
TIC 153289168|24.38481330871582|G4V|0.9762866943267766|5753.0|0.9360886216163636|8.854595184326172|93.00236176706|6.78307147603|6.6985182762146|6.6985182762146|6.6985182762146|6.6985182762146|0|0|null|null
TIC 8147643|43.5908317565918|G8IV|1.8005545195839767|5627.0|1.0801576375961304|8.442602157592773|268.74030185243|-7.73394665402|6.742093563079834|6.742093563079834|6.742093563079834|6.742093563079834|0|0|null|null
TIC 358089005|44.50069427490234|F8V|1.5299134769284266|6251.2862031479535|1.2384865283966064|3.955332756042481|120.86972202207|12.18130610562|6.632309436798096|6.632309436798096|6.632309436798096|6.632309436798096|1|1|7.6|4.010000000000001
TIC 24608799|47.24178314208984|F6V|1.6125125357164778|6322.0|1.286991000175476|3.4402825832366943|83.8614647952|-33.26923046676|6.627993106842041|6.627993106842041|6.627993106842041|6.627993106842041|1|1|0.1|1.6899999999999995
TIC 155782207|40.70817184448242|F5V|1.3095306174612902|6554.3|1.2542364597320557|2.219817876815796|326.34127333862|-12.78335224053|6.585951805114746|6.585951805114746|6.585951805114746|6.585951805114746|0|0|null|null
TIC 332167674|37.48851013183594|F8.5VFe-0.5|1.3471209994331117|6132.2|1.1519176959991455|4.645835876464844|179.56503247554|-47.97709884421|6.63964319229126|6.63964319229126|6.63964319229126|6.63964319229126|1|0|null|null
TIC 72855589|44.50109100341797|F5/6V|1.4907956762038028|6373.7|1.26253080368042|3.355149745941162|210.15041534373|-26.2664160949|6.620581150054932|6.620581150054932|6.620581150054932|6.620581150054932|0|0|null|null
TIC 151236987|41.17718505859375|F6V|1.3896922661916102|6357.0|1.2175980806350708|3.2781121730804443|91.24264839094|14.38843723633|6.614767551422119|6.614767551422119|6.614767551422119|6.614767551422119|0|0|null|null
TIC 262719749|45.64383316040039|F5/6V|1.4799972904100396|6504.5|1.2778888940811155|2.832525968551636|149.20251971075|4.24207866128|6.6011834144592285|6.6011834144592285|6.6011834144592285|6.6011834144592285|1|1|1619.2985|5.989999999999999
TIC 383188202|12.783041000366213|K3V|0.7108738392888042|4836.0|0.7452524304389954|12.569355010986328|142.47843947939|5.65513311204|6.885495185852051|6.885495185852051|6.885495185852051|6.885495185852051|0|0|null|null
TIC 288529330|31.1866397857666|G5V|1.2223809502138578|5786.0|0.9354224801063538|13.094000816345217|191.62850932631|-11.81244139847|6.7234320640563965|6.7234320640563965|6.7234320640563965|6.7234320640563965|0|0|null|null
TIC 272783172|46.56857681274414|F5|1.603808951297386|6254.8|1.266088604927063|3.7370429039001465|238.40232865432|68.72011434373|6.641726970672607|6.641726970672607|6.641726970672607|6.641726970672607|0|0|null|null
TIC 212960381|44.77218627929688|F6V|1.4669595820015822|6456.1|1.2735965251922607|3.000525951385498|9.00772597925|-5.57071964479|6.61139726638794|6.61139726638794|6.61139726638794|6.61139726638794|0|0|null|null
TIC 9375900|45.49254989624024|F5|1.5913521610169563|6214.0|1.2579210996627808|3.726859807968139|150.97288628006|38.02043675014|6.639521598815918|6.639521598815918|6.639521598815918|6.639521598815918|1|1|42.0|6.69
TIC 16465196|39.03012847900391|G6V|1.6423071153987294|5571.0|1.009761095046997|10.844531059265137|275.01638823494|-9.59572480908|6.747330665588379|6.747330665588379|6.747330665588379|6.747330665588379|0|0|null|null
TIC 366036237|33.17033004760742|G2|1.3420421769630484|5714.0|0.9682363867759703|11.77836799621582|353.87039440216|31.01717578267|6.705422878265381|6.705422878265381|6.705422878265381|6.705422878265381|1|1|8.1|7.37
TIC 130181866|22.35908889770508|G5V|0.9037135944582452|5686.0|0.987507164478302|1.8383781909942627|117.47941846949|27.36318294412|6.7371826171875|6.7371826171875|6.7371826171875|6.7371826171875|0|0|null|null
TIC 390410291|29.9631462097168|G0|1.0841949994382416|6068.0|1.0499449968338013|5.07396936416626|43.09505328739|63.40979344236|6.669813632965088|6.669813632965088|6.669813632965088|6.669813632965088|1|1|411.2|10.55
TIC 299055425|38.19709702062643|F9V|1.173775337093961|5929.0|1.07|6.99|339.69926589541|44.31410907904|7.116640090942383|7.116640090942383|7.116640090942383|7.116640090942383|1|1|0.3|0.5
TIC 376986714|47.29768371582031|F8V|1.704208077505277|6081.0|1.165764570236206|5.845890998840332|76.82725305349|-83.86001477989|6.676154136657715|6.676154136657715|6.676154136657715|6.676154136657715|1|1|0.3|2.53
TIC 361705042|42.62799453735352|F7V|1.4918464001838418|6181.0|1.20391583442688|4.279052257537842|257.84410745829|4.69027427644|6.660986423492432|6.660986423492432|6.660986423492432|6.660986423492432|0|0|null|null
TIC 171523537|17.074844360351562|K0V_Fe-1.3|0.7958926996013218|5305.0|0.89|null|120.13387380136|29.21235453319|6.77883243560791|6.77883243560791|6.77883243560791|6.77883243560791|0|0|null|null
TIC 334791971|42.41737365722656|F8V|1.51886297410858|6089.0|1.115525484085083|6.633280277252197|184.38280154386|-48.92556412994|6.678987979888916|6.678987979888916|6.678987979888916|6.678987979888916|0|1|null|null
TIC 4612575|48.27604293823242|F5VFe-0.7CH-0.4|1.5394979522982566|6555.8|1.3257437944412231|2.4993343353271484|349.2464627174|-7.16080343301|6.6030592918396|6.6030592918396|6.6030592918396|6.6030592918396|0|1|null|null
TIC 55857787|19.25678062438965|K0V|0.8430437480267983|5443.0|0.9028145670890808|4.516621112823486|23.3158725415|-24.17795989888|6.778314590454102|6.778314590454102|6.778314590454102|6.778314590454102|1|1|335.9|5.8
TIC 185099888|46.57361602783203|F3/5V|1.4859798977575258|6567.3|1.3118557929992676|2.3598148822784424|128.54739432707|-36.90619672991|6.592467784881592|6.592467784881592|6.592467784881592|6.592467784881592|0|0|null|null
TIC 358290717|27.519943237304688|G4V|1.044916199331746|5887.0|0.9864420890808104|7.105148315429688|66.05086640387|-57.07133772315|6.707042217254639|6.707042217254639|6.707042217254639|6.707042217254639|1|1|5.3|0.3600000000000003
TIC 255125492|44.72465515136719|F3V|1.361348201712084|6731.8|1.3112647533416748|1.6882878541946411|238.81641213775|-42.60512379659|6.587829113006592|6.587829113006592|6.587829113006592|6.587829113006592|0|0|null|null
TIC 159019691|21.96976661682129|G9V|0.9830731218294811|5367.0|0.92|null|270.62859363856|26.31300094151|6.802035808563232|6.802035808563232|6.802035808563232|6.802035808563232|1|1|98.5|7.4
TIC 13024620|42.33015823364258|F6VFe-0.7CH-0.4|1.4298382661380202|6327.8|1.235585331916809|3.4125449657440186|347.21472238623|-25.83061083498|6.631729602813721|6.631729602813721|6.631729602813721|6.631729602813721|0|0|null|null
TIC 66533627|48.80672073364258|F2V|1.4575504953293388|6825.187178822549|1.51|null|356.50526157687|-18.6796844438|6.554692268371582|6.554692268371582|6.554692268371582|6.554692268371582|1|1|7.0|-0.8099999999999996
TIC 354914170|28.678735733032227|G0V|1.179300293806298|5660.0|0.9513159990310668|10.888960838317873|285.65851200085|14.56706155261|6.730132102966309|6.730132102966309|6.730132102966309|6.730132102966309|0|0|null|null
TIC 96196913|46.25240707397461|F7V|1.4952949930325026|6472.2|1.2811561822891235|3.127617835998535|179.25122955308|-4.78277292569|6.628904342651367|6.628904342651367|6.628904342651367|6.628904342651367|0|0|null|null
TIC 17038893|21.86809539794922|G9V|1.1022046934886176|5069.0|0.86|null|308.21516714025|41.8984987058|6.831616401672363|6.831616401672363|6.831616401672363|6.831616401672363|1|1|0.0|1.6999999999999993
TIC 435479953|25.496671676635746|G2IV-V|0.9878717686677926|5807.0|0.9504019618034364|8.259797096252441|297.00367194381|27.86952862091|6.726935863494873|6.726935863494873|6.726935863494873|6.726935863494873|0|0|null|null
TIC 405376575|23.724767684936523|G2V|0.9523547628679402|5704.0|0.9642133116722108|5.308484554290772|31.62601477309|24.33399224466|6.736007213592529|6.736007213592529|6.736007213592529|6.736007213592529|0|0|null|null
TIC 158381571|46.80185317993164|F6/7IV|1.4703154327085672|6572.0|1.285383939743042|2.8012373447418213|163.48476846132|-36.4568768269|6.62451696395874|6.62451696395874|6.62451696395874|6.62451696395874|0|0|null|null
TIC 66100263|14.07140827178955|K3V|0.7383178657143653|4951.0|0.81|null|114.99720225492|-3.5975072363|6.889849185943604|6.889849185943604|6.889849185943604|6.889849185943604|1|1|57.9|1.71
TIC 145253043|43.18575668334961|F5IV/V|1.34628851947413|6616.0|1.2687926292419434|2.3945202827453613|132.00335761611|-49.57484897576|6.611942291259766|6.611942291259766|6.611942291259766|6.611942291259766|0|1|null|null
